name,state,Risk_Score,problem_statement,proof_of_capability,idea_clarity,differentiation,gtm_strategy,business_model,vagueness,credibility,staff_pick,prelaunch_activated,video_present,duration_days,prep_time_days
Visualizing Change: A data-driven snapshot of our world,successful,0.9633925173308144,8.0,6.0,9.0,8.0,7.0,6.0,4.0,8.0,0,0,1,27.12824074074074,9.921041666666667
How Not To Kill Yourself,successful,0.2573197541392347,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0,1,22.99048611111111,31.481527777777778
Radio Dreams Book & Audio Documentary,successful,0.3901510013472431,6.0,8.0,7.0,5.0,4.0,3.0,6.0,7.0,1,0,1,45.51586805555556,235.26590277777777
The New Eden Project,failed,8.184733659696985,4.0,2.0,6.0,5.0,3.0,4.0,6.0,5.0,0,0,0,60.0,2.5135185185185187
I'M FROM THE LAND TAILGATE EVENT,failed,8.992765072588147,6.0,2.0,8.0,4.0,3.0,5.0,2.0,4.0,0,0,0,15.0,8.782835648148149
I-Houz: Comfortable small living made available for everyone,failed,7.670386010131568,6.0,2.0,8.0,6.0,4.0,5.0,4.0,7.0,0,0,1,30.0,1.9572222222222222
Jack and Jill Play Cafe,failed,9.642146081386079,2.0,1.0,2.0,2.0,1.0,1.0,8.0,2.0,0,0,0,35.0,0.9400115740740741
"All about the Kids Fitness!   ""Rising Stars""",failed,9.199703200643178,6.0,2.0,7.0,4.0,3.0,5.0,2.0,4.0,0,0,1,28.65,8.952106481481481
Lost dogs great hot dogs at a great price,failed,9.565784929690208,4.0,2.0,6.0,4.0,3.0,4.0,8.0,6.0,0,0,0,30.0,1.8405208333333334
Oculi Sound Chamber,failed,3.634309708964931,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,39.37740740740741,28.90883101851852
"Old Town Cooks, bespoke cookery school with wheels",failed,9.378145651289872,6.0,8.0,9.0,7.0,5.0,6.0,4.0,8.0,0,0,1,30.0,3.541574074074074
Halloween Treats Street Event 2015,failed,8.921254157104272,6.0,2.0,8.0,4.0,3.0,5.0,4.0,6.0,0,0,1,30.0,4.012905092592592
the culpeper motorcycle club,failed,9.565340256142173,4.0,2.0,6.0,4.0,3.0,2.0,8.0,5.0,0,0,0,30.0,7.950474537037037
Ultimate Outdoor Home Playground,failed,9.629358136027138,6.0,2.0,8.0,6.0,4.0,5.0,3.0,6.0,0,0,0,30.0,0.2540277777777778
Foodorder Online,failed,9.651238422911057,6.0,7.0,8.0,6.0,5.0,7.0,4.0,7.0,0,0,0,60.0,329.7360185185185
URKU WASI - CABAÃAS DE DESCANSO EN LA MONTAÃA - ECOTURISMO,failed,9.58322540044085,6.0,4.0,8.0,7.0,5.0,6.0,4.0,7.0,0,0,1,29.791597222222222,0.20831018518518518
Jordi's Pottery Business Startup!,failed,7.447873057932117,6.0,2.0,8.0,4.0,3.0,5.0,4.0,6.0,0,0,1,60.0,0.926886574074074
Japanese Ceramic,failed,9.143552401818406,6.0,2.0,8.0,4.0,3.0,5.0,4.0,6.0,0,0,0,59.958333333333336,9.8828125
Rockstar Catering... Das Food- Bike... Street-Art-Cooking...,failed,9.63457844012759,6.0,4.0,7.0,6.0,5.0,8.0,2.0,7.0,0,0,0,30.0,0.5652430555555555
Big Game Jerky USA . COM,failed,9.436418035074528,4.0,2.0,6.0,4.0,3.0,5.0,2.0,4.0,0,0,0,15.0,4.836840277777778
The Old Red Barn,failed,9.234775772316992,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0,30.0,16.906747685185184
I need a dedicated throwing space to further my business,failed,5.957134661651365,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,30.0,382.7064236111111
Opening a Traditional Ceramic Studio close to Florence,failed,5.206842098847218,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,60.0,24.22564814814815
Pearson's Pottery Commissions Project,failed,9.156272663048941,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0,40.0,51.57800925925926
A Studio for the Ages,failed,9.39486681198724,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0,60.041666666666664,0.7120601851851852
Eagle Lake Island Lodge - Cabin Project,failed,9.649131385141908,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,59.958333333333336,2.784733796296296
"ProjectSFB, Street Food Festival, Belfast",failed,9.085274383875173,6.0,4.0,7.0,6.0,5.0,6.0,4.0,7.0,0,0,1,29.958333333333332,103.12506944444445
Brave the Storm - Aguantar La Tempestad,failed,6.675992701899376,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,60.0,10.064409722222223
3D Ceramic Delta Printer,failed,6.254063080410814,6.0,7.0,8.0,6.0,5.0,4.0,3.0,7.0,0,0,1,30.0,26.975046296296295
"Foie Gras! Also, Other Things. - a Pop-Up Dinner",failed,6.137614610153561,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0,29.958333333333332,0.029027777777777777
Local Ukrainian and Original Cooking!,failed,9.700892845238348,2.0,1.0,2.0,2.0,1.0,1.0,8.0,2.0,0,0,0,56.114016203703706,10.112893518518518
Reptile House,failed,9.381002742690923,6.0,2.0,7.0,5.0,4.0,3.0,4.0,6.0,0,0,0,30.0,38.03876157407407
The APP that lets you paint your rooms in any colour,failed,9.151072287105407,6.0,4.0,8.0,6.0,2.0,3.0,4.0,5.0,0,0,0,20.921956018518518,9.10224537037037
Affordable Home Concept Build,failed,9.675665755127149,8.0,6.0,9.0,7.0,8.0,8.0,4.0,7.0,0,0,0,30.041666666666668,8.900729166666666
Petrified Forest National Park Residency,failed,8.562740626485283,2.0,1.0,3.0,2.0,1.0,1.0,2.0,4.0,0,0,1,38.82048611111111,2.179050925925926
Help for Home Builders,failed,9.399900581098908,6.0,4.0,7.0,5.0,3.0,6.0,4.0,5.0,0,0,1,30.041666666666668,75.10809027777778
"Educational Experiences Combining Art, Animals and Nature",failed,9.11351765999218,8.0,6.0,9.0,7.0,5.0,6.0,4.0,7.0,0,0,1,25.0,6.28474537037037
WOLFWARE CERAMICS studio start up!,failed,9.243960368959902,4.0,2.0,6.0,4.0,3.0,2.0,6.0,5.0,0,0,0,35.0,99.20358796296296
Replace our Reduction Kiln!,failed,7.222453698217702,8.0,6.0,9.0,7.0,8.0,8.0,4.0,8.0,0,0,1,60.00001157407407,25.835
Flavors of Adobo Catering,failed,9.64917053675799,6.0,4.0,7.0,5.0,6.0,5.0,4.0,6.0,0,0,0,59.958333333333336,0.726099537037037
Luvafoodie New Online Dating Website for Single Foodies,failed,9.506420464648432,4.0,2.0,6.0,4.0,3.0,5.0,2.0,4.0,0,0,1,33.23570601851852,6.851759259259259
4th Dimension Inner Restoration Project,failed,4.767854754426341,8.0,6.0,9.0,8.0,4.0,7.0,3.0,8.0,1,0,1,30.0,69.47961805555556
Flip-n-Drip: $7 DIY project saves $170 yr in energy!,failed,7.106088016526961,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0,45.0,9.23962962962963
The Microbrew Projects,failed,9.712930814581592,6.0,2.0,8.0,6.0,4.0,5.0,3.0,6.0,0,0,0,60.0,4.305289351851852
ACTION INTERNATIONAL! The 80s Martial Arts/Action TTRPG,failed,0.3382647715222109,6.0,8.0,9.0,8.0,7.0,6.0,4.0,7.0,0,1,0,14.0,64.80850694444445
VisiÃ³n Encantada: Agua Dulce a TravÃ©s de la Lente PoÃ©tica,successful,1.675172801896253,4.0,2.0,8.0,6.0,4.0,3.0,2.0,6.0,0,0,0,20.0,0.45375
EIGAKAN Jazz Kissa Project,successful,0.8923391111323631,8.0,6.0,9.0,8.0,7.0,6.0,4.0,8.0,1,1,1,29.956006944444443,8.279675925925925
New York Cityscapes,successful,1.3572163892772415,6.0,8.0,9.0,7.0,5.0,4.0,6.0,7.0,0,0,1,35.0,19.76800925925926
MiniJungle | Soilless Self-watering Plant Grow Sponge Device,successful,0.804482671280009,6.0,4.0,8.0,7.0,5.0,6.0,2.0,7.0,0,0,1,54.89284722222222,9.006215277777779
ALO,failed,8.87680474319678,8.0,9.0,9.0,9.0,8.0,8.0,6.0,8.0,0,1,1,35.0,296.5591782407407
3D Clothing Made Real,failed,9.707548627221781,8.0,6.0,9.0,7.0,8.0,8.0,4.0,7.0,0,0,1,30.0,0.09450231481481482
Create a Free Social Connection Platform,failed,9.534526062996205,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0,18.300011574074073,0.10372685185185185
make100: Tiny Tiny Dancer,successful,2.408397937379344,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0,14.0,19.999351851851852
Epitaphios Icon - the Restoration,successful,2.4334617916033197,6.0,2.0,8.0,6.0,4.0,5.0,4.0,7.0,0,1,1,40.0,20.153703703703705
Living In A Bubble,successful,0.6880789548960109,2.0,1.0,6.0,4.0,2.0,1.0,8.0,4.0,0,0,1,30.041666666666668,30.46730324074074
Impact: Performance Platform,successful,1.1509865836918232,6.0,4.0,8.0,7.0,5.0,3.0,4.0,6.0,0,0,1,30.0,138.2658449074074
Pulci and Nini The Pirate Treasure Adventure,failed,9.465935495458893,6.0,7.0,8.0,6.0,5.0,4.0,4.0,7.0,0,0,1,35.0,355.04983796296295
SCRIMATCH - We match. You play.,failed,9.531253757507885,8.0,2.0,9.0,7.0,6.0,5.0,4.0,7.0,0,0,1,30.0,62.116458333333334
LUMA Projection Arts Festival 2023,successful,0.4755372303055516,8.0,6.0,9.0,8.0,7.0,5.0,4.0,8.0,1,0,1,32.00724537037037,6.636678240740741
WHO IS A SOMMELIER?,failed,5.902290773456784,8.0,9.0,10.0,8.0,7.0,8.0,4.0,9.0,0,1,1,60.0,48.35611111111111
FutureTalk a Innovation for the Future,failed,9.66991442264913,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,20.0,0.7770486111111111
SwapWheels,failed,9.861109287772216,6.0,2.0,8.0,7.0,5.0,4.0,6.0,7.0,0,0,0,60.0,0.9894675925925925
Lil Scoundrels Baby Gear,successful,3.1328445055388645,6.0,4.0,8.0,7.0,5.0,6.0,3.0,7.0,0,0,0,30.0,38.58148148148148
Starlight RPG,failed,9.316396134238227,6.0,4.0,8.0,7.0,5.0,6.0,4.0,7.0,0,0,0,29.08238425925926,0.9178935185185185
Hauntings: A Supernatural Investigation TTRPG,failed,8.88912312411276,6.0,4.0,8.0,7.0,3.0,5.0,6.0,7.0,0,0,0,30.0,0.4121412037037037
The Hole Quest,failed,9.313909401556598,4.0,2.0,6.0,5.0,3.0,4.0,2.0,6.0,0,1,1,30.0,41.96619212962963
TrashToGo App,failed,9.66868698249543,6.0,8.0,9.0,7.0,5.0,6.0,4.0,7.0,0,0,1,50.0,158.76061342592592
Svaha: Clothing to Empower Children,successful,1.8409764212367707,8.0,2.0,9.0,8.0,6.0,5.0,4.0,7.0,0,0,1,45.0,19.53184027777778
"CampLight Apparel: Fun, Simple Clothes For Kids",successful,1.4316930030723252,6.0,4.0,8.0,6.0,5.0,7.0,4.0,8.0,0,0,0,22.411203703703702,2.0685416666666665
Vote for Abortion Rights,successful,0.18023100399959135,8.0,6.0,9.0,8.0,7.0,5.0,4.0,8.0,1,1,0,7.410393518518519,1.6105902777777779
LUMA Projection Arts Festival: Year 8,successful,0.33452998098014497,6.0,4.0,8.0,7.0,6.0,5.0,4.0,7.0,1,0,1,28.403171296296296,7.746909722222222
THE INFAMOUS ROCCO ZANZABAR,successful,0.5468731382114589,2.0,4.0,6.0,4.0,3.0,2.0,6.0,4.0,0,0,1,30.041666666666668,24.88056712962963
"Christmas, Again",successful,0.32781962331232983,6.0,8.0,9.0,7.0,6.0,5.0,4.0,8.0,1,0,1,30.041666666666668,13.879166666666666
MrTank: Turn Based Mana Cost Destroying Tank Game,failed,9.428333493483734,2.0,3.0,4.0,2.0,1.0,1.0,8.0,2.0,0,0,0,29.817488425925927,0.1483912037037037
VILLAGE CLAY * Learn * Create * Share*,successful,0.8734556935664617,6.0,2.0,8.0,6.0,4.0,5.0,3.0,7.0,0,1,1,30.0,48.31037037037037
Reunion - Remember Your Loved Ones,failed,9.460261396758064,8.0,4.0,9.0,6.0,3.0,2.0,2.0,6.0,0,0,1,35.71319444444445,9.314456018518518
Port37,successful,1.445959553014402,6.0,2.0,8.0,4.0,3.0,2.0,2.0,5.0,0,0,1,60.0,35.05445601851852
The book of 2000s,successful,0.35822864924651476,4.0,6.0,8.0,5.0,7.0,3.0,4.0,6.0,1,1,1,35.041666666666664,19.270717592592593
Lighthouses of Ireland from a Kite 2020 Calendar,successful,0.5285784643800717,4.0,6.0,7.0,8.0,8.0,9.0,2.0,9.0,0,1,1,18.541793981481483,59.796851851851855
Pontiac MI 60 ft mural,successful,0.9891152479830867,6.0,2.0,8.0,4.0,3.0,2.0,4.0,6.0,0,1,1,30.0,29.779247685185187
1:10 Scale Dashboards,failed,9.012032491728823,8.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,0,1,0,29.958333333333332,59.18858796296296
ExtraTennis Battle - THE tennis card game on the court,failed,8.942460176402374,6.0,4.0,8.0,7.0,5.0,6.0,8.0,7.0,0,1,1,29.958333333333332,29.98517361111111
Resurrection - COP 28: Global Climate Escalation,failed,8.67147823124536,2.0,6.0,8.0,4.0,3.0,7.0,4.0,6.0,0,0,1,19.958333333333332,0.05862268518518519
WORTHY - Feature Film,successful,0.7316229114468975,2.0,1.0,4.0,3.0,2.0,1.0,6.0,4.0,0,0,1,30.041666666666668,89.86935185185185
Binge - Feature Film,successful,0.8535660897809172,6.0,4.0,8.0,6.0,7.0,5.0,4.0,7.0,0,0,1,45.041666666666664,402.84346064814815
BLANK CARDS: the Future of Greeting Cards,successful,0.7588957005489594,4.0,2.0,6.0,5.0,3.0,4.0,6.0,5.0,0,0,1,22.43857638888889,14.666377314814815
SereneTAP - Helping you find a serene match,failed,9.39791588377574,8.0,6.0,9.0,7.0,8.0,8.0,4.0,7.0,0,1,1,30.0,5.371631944444444
Not4Profit Issue3,successful,0.7757296426532578,4.0,2.0,6.0,4.0,3.0,2.0,2.0,5.0,0,0,0,30.0,0.041400462962962965
OLD FRIENDS / NEW BEGINNINGS,successful,0.557715702440702,2.0,8.0,9.0,6.0,4.0,3.0,2.0,7.0,0,0,1,30.0,105.68010416666667
Daniels - Feature Film,successful,0.4689724174009968,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,30.0,20.320729166666666
Help House of Soul stomp out SBS,successful,0.434732295869652,2.0,1.0,6.0,4.0,3.0,2.0,8.0,4.0,0,0,1,21.0,27.745208333333334
Arbor Oasis's First Album!,successful,0.9190916311792752,2.0,3.0,8.0,6.0,4.0,2.0,2.0,4.0,0,0,1,18.0,5.271377314814814
Govinda Music,successful,0.9931068160102097,2.0,4.0,6.0,5.0,3.0,2.0,2.0,6.0,0,0,1,30.0,13.962453703703703
The Fresh Bites Local Food Supply Game,failed,9.607455747246537,8.0,6.0,7.0,8.0,5.0,6.0,4.0,7.0,0,0,1,30.0,63.86337962962963
LonelyOrganizer,failed,9.191421109713326,6.0,2.0,5.0,4.0,3.0,2.0,4.0,5.0,0,0,0,30.0,11.0134375
MedBits - patient centric health management (iOS),failed,9.770946824973585,8.0,6.0,9.0,7.0,8.0,6.0,4.0,7.0,0,0,1,45.0,0.22385416666666666
TRANSMUTATIONS: VISUALIZING MATTER | MATERIALIZING VISION,successful,0.5191409896074672,7.0,8.0,9.0,8.0,6.0,5.0,4.0,7.0,1,0,1,23.34730324074074,112.60354166666667
"Idle Lands â Embezzlement, land-grabbing and broken promises",successful,2.4423032841227608,6.0,8.0,9.0,7.0,6.0,5.0,4.0,8.0,1,0,1,30.0,26.040625
"WELKIN NYC : Children's clothing by the city, for the city.",successful,1.3554978594085831,6.0,4.0,8.0,7.0,5.0,6.0,3.0,7.0,1,0,1,30.0,401.47219907407407
Sleepeez Pajamas â Every Child Deserves Confident Nights,failed,9.07150996831563,8.0,6.0,9.0,8.0,7.0,8.0,4.0,8.0,0,1,1,30.0,15.992418981481482
The Jade King's Grim Legacy,failed,6.732959814723309,6.0,4.0,8.0,7.0,5.0,3.0,2.0,6.0,0,1,1,30.0,5.246608796296297
Arctic Outpost,failed,7.400696859102133,8.0,4.0,9.0,8.0,6.0,5.0,4.0,7.0,0,0,0,30.0,0.023726851851851853
Postcards by Yoann Goas,successful,1.7593256729263407,4.0,6.0,7.0,5.0,4.0,3.0,6.0,7.0,0,1,1,20.0,3.711400462962963
SoapSpell - Witchstarter,successful,1.018102943424647,8.0,7.0,9.0,8.0,6.0,7.0,4.0,9.0,1,0,0,21.041666666666668,2.938148148148148
A possible real AI Tarot project by LLM,failed,9.471174250552064,4.0,8.0,9.0,6.0,5.0,4.0,2.0,6.0,0,0,0,30.0,79.05329861111112
The Hartnell Console Replica Project,successful,0.5974935895208888,6.0,8.0,9.0,7.0,6.0,5.0,4.0,8.0,0,1,1,30.0,25.19292824074074
Hand Smocked Adaptive Backpacks for Children with G-Tubes.,failed,9.68031105019855,6.0,2.0,7.0,8.0,4.0,5.0,4.0,6.0,0,0,0,30.0,15.34962962962963
Enlightened: A tabletop role-playing game,failed,4.444823648509542,4.0,3.0,6.0,4.0,2.0,2.0,2.0,4.0,0,0,1,45.0,41.0997337962963
The Dooms Chapel Horror,successful,0.5169420455626605,6.0,8.0,7.0,6.0,4.0,5.0,3.0,7.0,0,0,1,30.0,21.38763888888889
Holiday Wooden Fountain Pens,successful,1.7469796219639588,4.0,6.0,8.0,7.0,5.0,6.0,4.0,7.0,0,0,0,14.0,16.885347222222222
GuardMe,failed,9.093859251526853,8.0,6.0,9.0,7.0,8.0,8.0,4.0,7.0,0,0,0,40.0,30.938807870370372
Highway 101 Polaroid Adventure,successful,0.9858242907294645,6.0,4.0,8.0,6.0,5.0,4.0,3.0,7.0,0,0,1,15.512673611111111,18.673217592592593
Walking Texas: Photographs of the Places Between Places,successful,0.44946425310173455,8.0,7.0,9.0,8.0,7.0,8.0,6.0,9.0,1,0,1,26.52017361111111,41.96706018518518
Ropa Flash Company,failed,9.187669494274722,4.0,2.0,6.0,4.0,3.0,5.0,6.0,4.0,0,0,0,12.988472222222223,0.01965277777777778
Bows and Boots Clothing,failed,9.66288099729703,6.0,2.0,8.0,6.0,4.0,5.0,4.0,6.0,0,0,0,30.0,9.042534722222221
Little Rose London,failed,9.462726817683496,8.0,9.0,9.0,8.0,7.0,8.0,4.0,9.0,0,0,1,40.0,1.0457407407407406
Packpacks!,failed,8.719772872024098,6.0,7.0,8.0,6.0,5.0,7.0,4.0,8.0,0,0,1,30.0,65.09067129629629
A DESERT SCULPTURE: Painted depiction of Nature's fragility,successful,0.36410010082808975,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,28.528842592592593,9.288043981481481
"steve stoll's ""kill digital"" vinyl project",successful,1.3484674374343175,6.0,4.0,8.0,7.0,5.0,6.0,4.0,7.0,0,0,1,28.099976851851853,2.9715277777777778
Nightlife: Unveil the magic of the Night.,failed,9.606999181347962,6.0,4.0,8.0,7.0,6.0,5.0,3.0,7.0,0,0,1,29.958333333333332,5.844942129629629
Iron Hard Performance - Apparel and Training App,failed,9.689233426325703,6.0,4.0,7.0,6.0,5.0,6.0,4.0,7.0,0,0,1,26.86599537037037,0.13439814814814816
Stirchley Printworks: Print Studio and Community Workshops,successful,0.8915969940437041,6.0,4.0,8.0,6.0,5.0,7.0,4.0,7.0,0,0,1,60.030520833333334,32.78016203703704
modish moth - quality goods for little babes,failed,9.493952361507336,6.0,4.0,7.0,5.0,3.0,2.0,4.0,6.0,0,0,0,30.0,3.677673611111111
Renown Universe T-shirts Vol.1,failed,8.813496381399133,4.0,2.0,6.0,4.0,3.0,2.0,6.0,5.0,0,0,1,30.0,0.061030092592592594
Support Preemie Babies: Comfort and Care for Micro Preemies,failed,9.368514296855174,8.0,9.0,9.0,9.0,8.0,9.0,4.0,9.0,0,0,0,60.0,14.144143518518518
ubiquitous TORONTO iphoneography documentary,successful,1.2413399468657338,6.0,4.0,8.0,6.0,5.0,3.0,4.0,7.0,0,0,1,32.0,1.0568402777777777
My TTC Day Pass,successful,3.788235036819634,4.0,2.0,6.0,4.0,2.0,2.0,8.0,6.0,0,0,1,7.321273148148149,10.200925925925926
Vote for Science,successful,0.339742633661374,6.0,8.0,9.0,7.0,6.0,5.0,2.0,8.0,1,0,0,14.979976851851852,15.563703703703704
Starship Battlegrounds,failed,5.054869877551274,6.0,2.0,7.0,6.0,4.0,3.0,5.0,6.0,0,1,1,30.0,365.1526736111111
"Circuit Assassins - The new music genre, ""Droptronic""",successful,1.8973005634769313,4.0,6.0,7.0,8.0,3.0,5.0,4.0,6.0,0,0,1,30.0,0.050798611111111114
Help This Damn Universe blast off!,successful,1.7080976156788918,4.0,2.0,6.0,4.0,3.0,2.0,2.0,4.0,0,0,0,30.0,10.329131944444445
Vinyl Collection III : Hard enamel spinning pin,successful,0.3406241920031383,4.0,2.0,6.0,4.0,3.0,5.0,8.0,6.0,0,1,0,14.0,4.658171296296296
Packimals: Plush Animal Bags,failed,8.811298470514243,6.0,4.0,8.0,6.0,3.0,5.0,4.0,7.0,0,0,0,30.0,4.056898148148148
PLAY: Crafting Activewear for Kids.,failed,8.461029462636999,6.0,4.0,8.0,7.0,5.0,6.0,4.0,7.0,1,0,1,10.056273148148149,11.997604166666667
Sensory-Friendly Fashion for Neurodiverse Kids and Adults,failed,9.54915607363851,6.0,2.0,8.0,7.0,4.0,5.0,3.0,6.0,0,0,1,30.0,385.2958796296296
Clothes for Pre-mature Babies Health Support,failed,9.554322303451237,8.0,6.0,7.0,8.0,4.0,5.0,4.0,7.0,0,0,0,39.958333333333336,4.8759143518518515
Everland: Eco-Retreat & Immersive Art Park,successful,0.43654039086044927,4.0,5.0,6.0,5.0,4.0,4.0,3.0,3.0,1,1,1,45.0,17.68423611111111
When You're Coming Apart; Don't Give Up,successful,0.46095803709262917,8.0,6.0,9.0,7.0,5.0,4.0,6.0,7.0,0,1,1,10.0,7.926898148148148
Swords & Serenity!,failed,8.974288353004688,4.0,2.0,6.0,5.0,3.0,2.0,8.0,4.0,0,0,1,6.987303240740741,0.015069444444444444
Unleash the Mind-Boggling Madness of the Ultimate Hyper Kart,failed,9.134811362409717,2.0,4.0,5.0,7.0,3.0,6.0,8.0,3.0,0,1,0,18.0,7.129768518518518
"Same Place, Same Time",successful,0.9665366385013485,4.0,2.0,6.0,4.0,3.0,2.0,2.0,6.0,0,0,1,30.0,11.147743055555555
Dreamfinity Studio,failed,9.53574463521643,6.0,4.0,8.0,7.0,5.0,6.0,4.0,7.0,0,0,0,59.958333333333336,22.424189814814813
"""Re-Make/Re-Cycle"" b/w ""As.Is.Today"" - debut 12"" single",successful,0.8711605785377263,4.0,6.0,8.0,7.0,3.0,2.0,2.0,6.0,0,0,1,30.041666666666668,21.413634259259258
FOUNDERS DAY Concept Trailer Insurance,successful,1.1642406634372915,6.0,8.0,9.0,8.0,7.0,6.0,4.0,8.0,0,0,1,11.0,2.294027777777778
In The Desert,successful,0.6281665426452765,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,26.282002314814815,13.018900462962963
How Minnesota Went From No To Yes On Marriage Equality,successful,0.6435853089028909,6.0,8.0,7.0,6.0,4.0,3.0,2.0,7.0,0,0,1,40.36453703703704,66.06961805555555
Lori Margaret's Writing Residency in Turkey,successful,0.4668728617297402,6.0,4.0,7.0,5.0,3.0,2.0,3.0,8.0,0,0,1,24.999270833333334,34.96157407407407
Lembas hard enamel pin!,successful,2.802276383910004,4.0,2.0,6.0,4.0,3.0,2.0,8.0,5.0,0,0,1,30.0,1.056736111111111
Sure Shot,failed,9.570815624173758,6.0,4.0,7.0,6.0,5.0,6.0,4.0,7.0,0,0,1,45.0,7.028506944444445
Star Wars - Phoenyx - Clone Wars Roleplay,failed,9.47266393304518,6.0,4.0,7.0,5.0,3.0,2.0,4.0,6.0,0,0,1,30.0,1.9795023148148148
TreasureTrace Tracking Underwear for Kids,failed,4.8581800715866645,8.0,9.0,9.0,8.0,7.0,6.0,4.0,8.0,0,1,1,30.0,26.554837962962964
Wild Atlantic Way,successful,2.7844093014698865,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,30.342627314814816,13.801284722222222
The Bridger Mountains Aerial Photo Catalog,successful,3.781819289793107,6.0,2.0,7.0,4.0,3.0,2.0,4.0,6.0,0,0,0,10.0,0.041400462962962965
Ten Acres of Sound,successful,0.41495590477332644,6.0,4.0,8.0,6.0,5.0,4.0,3.0,7.0,0,0,1,20.11420138888889,93.9593287037037
Artenvielfalt erhalten-Klima schÃ¼tzen: Eine Bienenwiese sÃ¤en,successful,0.7082102427196046,6.0,4.0,8.0,7.0,5.0,6.0,4.0,7.0,0,0,0,59.958333333333336,155.01944444444445
Electrogals 2011 Festival: Gals Gone Wired,successful,0.6163707457849454,2.0,1.0,6.0,4.0,2.0,1.0,3.0,4.0,0,0,1,30.0,16.982349537037038
Aneby: Organic children's clothing,failed,6.638465135925983,8.0,6.0,9.0,7.0,8.0,8.0,4.0,7.0,0,1,1,30.198055555555555,43.87915509259259
Cosy Little Rompers,failed,8.810940202419511,6.0,4.0,7.0,5.0,3.0,6.0,4.0,6.0,0,0,0,21.544456018518517,2.4238078703703705
Banished Dragons,failed,9.135837700247867,6.0,2.0,8.0,6.0,4.0,5.0,3.0,7.0,0,0,0,59.958333333333336,0.18670138888888888
Macao: City of Dreams,successful,1.04358388395707,6.0,8.0,9.0,7.0,8.0,6.0,4.0,7.0,0,0,1,30.0,27.90619212962963
Murals for Hong Kong,successful,0.483165566428273,8.0,4.0,9.0,6.0,7.0,5.0,3.0,6.0,0,0,1,30.0,26.57954861111111
COLOURWORXX: a new magazine about colour & urban space,successful,0.2916858791716559,6.0,4.0,8.0,7.0,5.0,3.0,4.0,6.0,1,0,1,30.0,13.713078703703705
New Clubroot & Swarms LP's on LoDubs!,successful,1.0978215944872083,6.0,4.0,8.0,6.0,5.0,7.0,4.0,6.0,1,0,1,30.0,14.79949074074074
"P9K's - ""Chemtrails and Smartdust""",successful,0.9450598514761255,2.0,1.0,4.0,2.0,3.0,2.0,6.0,4.0,0,0,1,30.0,17.072766203703704
Multifunctional outdoor shovel,successful,1.6863438804460917,2.0,0.0,4.0,2.0,0.0,0.0,9.0,2.0,0,0,1,30.0,10.911990740740741
Seijoh Four Plushies!,successful,0.7233197089323773,6.0,4.0,8.0,7.0,5.0,6.0,4.0,6.0,0,0,0,30.999733796296297,5.972986111111111
Reusable Sticker Books & Notebooks,successful,0.509223766605178,6.0,2.0,8.0,4.0,3.0,5.0,4.0,6.0,0,1,0,30.0,274.9770486111111
Whiplash Dreams : The First Cinematically-Released Album,successful,0.44668167001710724,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,30.0,92.58342592592592
Shoespender: never lose your childâs shoe again,failed,9.343644572316771,8.0,4.0,9.0,6.0,5.0,7.0,4.0,8.0,0,0,1,60.0,63.23310185185185
From My Hands To Yours 7th Edition.,successful,3.413721927011617,2.0,6.0,8.0,4.0,3.0,5.0,2.0,7.0,0,0,0,31.0,5.837002314814815
SIXTEEN. A New British Feature Film,successful,0.5840657476271793,6.0,8.0,9.0,7.0,4.0,3.0,2.0,8.0,0,0,1,30.0,248.96065972222223
The Locksmith - Feature Film,successful,0.6963402543917618,2.0,6.0,4.0,3.0,2.0,1.0,2.0,4.0,0,0,1,30.0,11.716087962962963
Treasure hunt with engaging brain teasers!,failed,8.769414101870144,8.0,7.0,9.0,8.0,7.0,8.0,3.0,9.0,0,0,1,24.0,114.63291666666667
